actor/alpha_mean,actor/alpha_mean_loss,actor/alpha_std,actor/alpha_std_loss,actor/kl_mean_loss,actor/kl_std_loss,actor/penalty_temperature,actor/policy_mean_loss,actor/policy_std_loss,actor/temperature,actor/temperature_loss,critic/loss,critic/q,test/action/max,test/action/mean,test/action/min,test/action/size,test/action/std,test/episode_length/max,test/episode_length/mean,test/episode_length/min,test/episode_length/size,test/episode_length/std,test/episode_score/max,test/episode_score/mean,test/episode_score/min,test/episode_score/size,test/episode_score/std,train/action/max,train/action/mean,train/action/min,train/action/size,train/action/std,train/episode_length/max,train/episode_length/mean,train/episode_length/min,train/episode_length/size,train/episode_length/std,train/episode_score/max,train/episode_score/mean,train/episode_score/min,train/episode_score/size,train/episode_score/std,train/episodes,train/epoch_seconds,train/epoch_steps,train/epochs,train/seconds,train/steps,train/steps_per_second,train/worker_steps
23.719908,0.009028934,1552.0864,-0.003970288,0.18073034,0.016386978,11.295395,15.685408,15.673642,1.517845,192.1381,8.0249605,192.38548,1.0,0.02035949,-1.0,5000,0.8358686,1000,1000.0,1000,5,0.0,2586.7231829080265,2453.227628330095,2116.9890922172926,5,174.09726939762533,4.6599207,0.01883375,-4.1705775,20000,1.0988474,1000,1000.0,1000,20,0.0,2165.71784643922,1867.7896219899412,1639.3276332952082,20,155.41358519198127,1871.0,157.63691544532776,20000.0,93.0,14761.33579659462,1860000.0,126.87383499924215,1860000.0
21.64832,0.024285864,1611.1636,-0.003753503,0.1489007,0.01664281,11.274365,15.652045,15.640794,1.5202603,192.97667,8.059465,193.23105,1.0,0.009671137,-1.0,5000,0.8392323,1000,1000.0,1000,5,0.0,2633.4176701761317,2450.293681080965,2256.2550695082173,5,157.07305768035832,4.0000887,0.01688928,-3.9393888,20000,1.0921054,1000,1000.0,1000,20,0.0,2169.125423718244,1897.6685597376722,1576.520654715132,20,174.64138660807038,1891.0,158.4935064315796,20000.0,94.0,14919.994886159897,1880000.0,126.18813508699705,1880000.0
18.022697,0.028977932,1661.8655,-0.0034084267,0.11520364,0.01670335,11.267669,15.632896,15.622019,1.5185869,193.38821,8.067547,193.65302,1.0,0.019772984,-1.0,5000,0.8436118,1000,1000.0,1000,5,0.0,2605.3625934328884,2425.7982920370996,2226.1372263766825,5,162.42789081503915,4.3305273,0.012892415,-4.2981277,20000,1.0881974,1000,1000.0,1000,20,0.0,2206.5590630667284,1952.9360029731063,1724.9338000784628,20,167.6305672872361,1911.0,157.69328236579895,20000.0,95.0,15077.857533931732,1900000.0,126.82848438404797,1900000.0
12.72398,0.033350963,1709.0846,-0.00240126,0.068440884,0.016073937,11.258307,15.614147,15.604186,1.5087912,193.95186,7.9670563,194.22682,1.0,0.007842906,-1.0,5000,0.8466025,1000,1000.0,1000,5,0.0,2570.767187688034,2327.2507342450785,2154.0113297505304,5,184.2217559035296,4.1423273,0.0063173953,-4.383459,20000,1.0960456,1000,1000.0,1000,20,0.0,2246.6733968686312,1898.3746703251586,1721.7209528740495,20,159.18844012401445,1931.0,158.48537135124207,20000.0,96.0,15236.505638837814,1920000.0,126.1946123448526,1920000.0
3.6876051,0.013802736,1731.4257,-0.00081868964,0.015698103,0.0146700945,11.247176,15.594508,15.584986,1.5163784,194.58022,8.06368,194.85022,1.0,0.018486524,-1.0,5000,0.8456693,1000,1000.0,1000,5,0.0,2521.3076857551932,2354.630681497755,2241.5584102403373,5,109.55926528993382,4.316184,0.006417737,-3.9727025,20000,1.0870198,1000,1000.0,1000,20,0.0,2172.972194880247,1977.1767725448706,1794.1384196598083,20,142.30240330186714,1951.0,158.3509681224823,20000.0,97.0,15395.025679588318,1940000.0,126.30172228899967,1940000.0
5.088192e-05,2.3293731e-07,1738.6094,-0.0004090221,1.7411801e-07,0.014317899,11.235677,15.575398,15.564664,1.4940393,195.52527,7.8595657,195.79118,1.0,0.0037300575,-1.0,5000,0.8455598,1000,1000.0,1000,5,0.0,2540.1604238701984,2374.5452780228106,2274.825364097953,5,90.32448350052276,4.3521132,0.005835518,-4.321458,20000,1.0814841,1000,1000.0,1000,20,0.0,2191.185361869633,1951.4010279276117,1658.0873572938144,20,176.69506352262735,1971.0,158.38054823875427,20000.0,98.0,15553.569666147232,1960000.0,126.27813340973259,1960000.0
9.2994476e-08,1.03775405e-10,1737.1526,6.5736975e-05,6.401804e-10,0.013831482,11.223055,15.555109,15.544291,1.4913441,196.3341,7.7897635,196.58612,1.0,0.010667224,-1.0,5000,0.8341233,1000,1000.0,1000,5,0.0,2581.0278666755185,2438.277005007863,2365.02251770813,5,75.11285025414601,4.3843565,0.011929977,-4.0552025,20000,1.0822406,1000,1000.0,1000,20,0.0,2194.115509895608,1997.611088677036,1764.6300833821297,20,129.54364906885647,1991.0,158.73418259620667,20000.0,99.0,15712.476220369339,1980000.0,125.99680593610181,1980000.0
4.881847e-07,-2.0155935e-10,1728.5508,0.00032024932,4.107037e-09,0.013508158,11.205197,15.533861,15.523173,1.481185,197.17079,7.737957,197.42004,1.0,-0.00794588,-1.0,5000,0.83131593,1000,1000.0,1000,5,0.0,2555.9845900163054,2399.293772918731,2286.945727571845,5,103.52945095300747,3.7247055,0.0100321835,-4.381849,20000,1.0800294,1000,1000.0,1000,20,0.0,2213.536439792253,2041.6856587683724,1858.8348517101258,20,117.50626076935653,2011.0,158.76376676559448,20000.0,100.0,15871.408845424652,2000000.0,125.97332758883734,2000000.0
0.03266182,1.873091e-08,1711.0294,0.0008631389,0.00026127588,0.012825096,11.189131,15.507773,15.497116,1.4847418,198.10315,7.7043123,198.34726,1.0,0.003191603,-1.0,5000,0.8349391,1000,1000.0,1000,5,0.0,2744.4623400177807,2408.9567910392884,2289.6188830244937,5,169.66891961488813,4.143054,0.008505428,-4.217704,20000,1.0885618,1000,1000.0,1000,20,0.0,2195.75773383677,1991.303945290437,1852.7508180234581,20,96.98459700134842,2031.0,159.02607655525208,20000.0,101.0,16030.599673509598,2020000.0,125.76553753466459,2020000.0
0.04714199,2.9001087e-06,1683.3024,0.0010605785,0.00037423588,0.01240584,11.176453,15.481232,15.470537,1.4749049,199.1372,7.6562157,199.38316,1.0,0.017816894,-1.0,5000,0.8230622,1000,1000.0,1000,5,0.0,2618.7318837866187,2383.2788821857075,2255.3632150664926,5,154.7010246886497,4.1875396,0.011993073,-4.11577,20000,1.077424,1000,1000.0,1000,20,0.0,2230.8804453089833,2013.382180842024,1785.2292768917978,20,115.85486921163654,2051.0,158.61991572380066,20000.0,102.0,16189.37980389595,2040000.0,126.08757171971585,2040000.0
0.045112602,6.8741974e-07,1648.6714,0.0012913402,0.00036021342,0.011898031,11.160816,15.4544735,15.443583,1.4687263,200.01723,7.591596,200.26149,1.0,0.016344136,-1.0,5000,0.82384264,1000,1000.0,1000,5,0.0,2713.396554246545,2471.4906916050413,2181.1043039043434,5,235.64301161733204,4.1420774,0.009984069,-3.7293904,20000,1.077729,1000,1000.0,1000,20,0.0,2238.8110209126025,2040.7143148797834,1869.6657405624865,20,116.3194341437808,2071.0,158.6442301273346,20000.0,103.0,16348.18996334076,2060000.0,126.0682470704869,2060000.0
0.051157903,1.1140266e-06,1606.7384,0.001486568,0.00040814924,0.01136734,11.145947,15.432632,15.421669,1.4666746,200.78285,7.6410985,201.02524,1.0,0.010245707,-1.0,5000,0.8199707,1000,1000.0,1000,5,0.0,2760.160934554413,2388.3625058166217,2128.432705176994,5,285.2896983419833,3.9929566,0.011908467,-3.8502474,20000,1.0758966,1000,1000.0,1000,20,0.0,2233.5180662996136,2031.6764203330908,1784.2969433777034,20,126.16186004283792,2091.0,158.59030628204346,20000.0,104.0,16507.00464463234,2080000.0,126.1111127714905,2080000.0
0.047178704,1.5389542e-06,1561.6796,0.0013292683,0.0003758907,0.011164168,11.128652,15.404136,15.393128,1.4613036,201.5299,7.535886,201.7797,1.0,0.010585635,-1.0,5000,0.827755,1000,1000.0,1000,5,0.0,2802.9119279962033,2494.5830299656836,2077.748517461121,5,313.7118671793302,4.271862,0.009268747,-4.7762694,20000,1.0682503,1000,1000.0,1000,20,0.0,2200.146995035466,2076.2674540011444,1797.4687875565141,20,109.5220189978721,2111.0,157.89875626564026,20000.0,105.0,16665.066253900528,2100000.0,126.66344227786753,2100000.0
0.034450557,5.5665225e-07,1523.6646,0.0012562006,0.00027504787,0.010933116,11.108822,15.375509,15.364314,1.4630415,202.22466,7.6145296,202.47565,1.0,0.02847228,-1.0,5000,0.8283478,1000,1000.0,1000,5,0.0,2770.8024164177477,2404.3650898452847,2117.7410014737397,5,287.5021742556408,4.423788,0.008003379,-3.9837923,20000,1.0736196,1000,1000.0,1000,20,0.0,2238.571334462613,2011.652776476508,1672.5557856280357,20,166.09739410356846,2131.0,158.65114402770996,20000.0,106.0,16823.88981604576,2120000.0,126.06275310883863,2120000.0
0.050571363,1.7648432e-06,1479.9261,0.0015458185,0.0004028061,0.010293592,11.094431,15.3509035,15.3396435,1.4633892,202.8106,7.515248,203.06258,1.0,0.019148992,-1.0,5000,0.8274205,1000,1000.0,1000,5,0.0,2732.392458371818,2359.6417240941896,2114.9366221278906,5,283.4085855507003,3.94901,0.01228714,-4.3749967,20000,1.0717732,1000,1000.0,1000,20,0.0,2324.9542773514986,2046.0750839709594,1842.7890408420935,20,133.73186763185464,2151.0,157.96865272521973,20000.0,107.0,16982.027262687683,2140000.0,126.60739744858884,2140000.0
0.043989222,1.4917622e-06,1420.982,0.0015993274,0.00035042208,0.009768529,11.082469,15.3262,15.314796,1.4504638,203.33667,7.499889,203.59332,1.0,0.01962542,-1.0,5000,0.83583355,1000,1000.0,1000,5,0.0,2747.411047529429,2479.6526484895962,2116.150643100962,5,281.4919144684373,4.355939,0.015302933,-3.9047809,20000,1.0737143,1000,1000.0,1000,20,0.0,2262.812342867255,2007.6113153316778,1578.9977827328257,20,168.30900453641044,2171.0,158.94304394721985,20000.0,108.0,17141.14404273033,2160000.0,125.83123805431455,2160000.0
0.049976386,2.6599878e-07,1369.3014,0.0012081682,0.00039954504,0.009746242,11.06692,15.298091,15.286576,1.4460375,204.05234,7.44205,204.3142,1.0,0.018341001,-1.0,5000,0.8255769,1000,1000.0,1000,5,0.0,2764.9430866912007,2310.826649386808,2037.2671936964616,5,242.46555042372165,4.7616963,0.015957382,-4.331172,20000,1.0712191,1000,1000.0,1000,20,0.0,2278.6776604689658,2060.6905019085593,1928.7734203170985,20,100.68133939583433,2191.0,158.26782131195068,20000.0,109.0,17299.584769010544,2180000.0,126.36807554568779,2180000.0
